s_u,draw,n_sites,alpha,certified,tau,coverage,n_answered,answered_err_rate,hard,exceed,rm_fresh,rm_exceed,per_site_exceed_frac,deploy_mode,decline_reason
1.0,21,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,21,208,0.1,True,0.61,0.9395017793594306,264,0.06439393939393939,False,False,0.058861,False,0.11,baseline,
1.0,22,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,22,208,0.1,True,0.67,0.9046121593291404,1726,0.0816917728852839,False,False,0.049022,False,0.09,baseline,
1.0,23,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,23,208,0.1,True,0.55,0.9754768392370572,358,0.1564245810055866,True,True,0.071716,False,0.215,baseline,
1.0,24,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,24,208,0.1,True,0.63,0.9523809523809523,140,0.02857142857142857,False,False,0.053052,False,0.13,baseline,
1.0,25,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,25,208,0.1,True,0.5700000000000001,0.9852289512555391,667,0.029985007496251874,False,False,0.064361,False,0.18,baseline,
1.0,26,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,26,208,0.1,True,0.5900000000000001,0.946319018404908,1234,0.12965964343598055,True,True,0.059508,False,0.135,baseline,
1.0,27,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,27,208,0.1,True,0.65,0.9545454545454546,504,0.013888888888888888,False,False,0.049862,False,0.075,baseline,
1.0,28,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,28,208,0.1,True,0.63,0.9064327485380117,620,0.1629032258064516,True,True,0.057435,False,0.1,baseline,
1.0,29,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,29,208,0.1,True,0.71,0.9422941590429276,1339,0.016430171769977596,False,False,0.042424,False,0.035,baseline,
1.0,30,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,30,208,0.1,True,0.65,0.9347826086956522,129,0.11627906976744186,False,True,0.052646,False,0.08,baseline,
1.0,31,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,31,208,0.1,True,0.5700000000000001,0.9848066298342542,713,0.025245441795231416,False,False,0.06771,False,0.185,baseline,
1.0,32,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,32,208,0.1,True,0.5900000000000001,0.9861351819757366,569,0.03163444639718805,False,False,0.065217,False,0.17,baseline,
1.0,33,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,33,208,0.1,True,0.63,0.9662921348314607,86,0.05813953488372093,False,False,0.05497,False,0.15,baseline,
1.0,34,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,34,208,0.1,True,0.6900000000000001,0.8747591522157996,1362,0.1262848751835536,True,True,0.047642,False,0.105,baseline,
1.0,35,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,35,208,0.1,True,0.61,0.9118942731277533,207,0.0966183574879227,False,False,0.053627,False,0.115,baseline,
1.0,36,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,36,208,0.1,True,0.6900000000000001,0.9598173515981735,1051,0.021883920076117985,False,False,0.048908,False,0.11,baseline,
1.0,37,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,37,208,0.1,True,0.61,0.9516509433962265,807,0.042131350681536554,False,False,0.05658,False,0.115,baseline,
1.0,38,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,38,208,0.1,True,0.55,0.9690831556503199,909,0.1331133113311331,True,True,0.066087,False,0.16,baseline,
1.0,39,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,39,208,0.1,True,0.63,0.8706467661691543,175,0.1657142857142857,True,True,0.053295,False,0.115,baseline,
1.0,40,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,40,208,0.1,True,0.5900000000000001,0.96,120,0.09166666666666666,False,False,0.067334,False,0.195,baseline,
1.0,41,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,41,208,0.1,True,0.5900000000000001,0.9671052631578947,147,0.04081632653061224,False,False,0.061637,False,0.155,baseline,
1.0,42,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,42,208,0.1,True,0.65,0.9474671669793621,505,0.0594059405940594,False,False,0.05256,False,0.085,baseline,
1.0,43,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,43,208,0.1,True,0.63,0.9573934837092731,382,0.05759162303664921,False,False,0.056472,False,0.125,baseline,
1.0,44,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,44,208,0.1,True,0.63,0.978021978021978,178,0.011235955056179775,False,False,0.057391,False,0.125,baseline,
1.0,45,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,45,208,0.1,True,0.63,0.9501404494382022,1353,0.03399852180339985,False,False,0.05861,False,0.16,baseline,
1.0,46,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,46,208,0.1,True,0.65,0.9767441860465116,84,0.047619047619047616,False,False,0.054739,False,0.125,baseline,
1.0,47,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,47,208,0.1,True,0.67,0.9694656488549618,381,0.023622047244094488,False,False,0.053478,False,0.125,baseline,
1.0,48,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,48,208,0.1,True,0.61,0.9519572953736655,535,0.09719626168224299,False,False,0.060842,False,0.15,baseline,
1.0,49,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,49,208,0.1,True,0.65,0.9583333333333334,115,0.034782608695652174,False,False,0.050516,False,0.105,baseline,
1.0,50,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,50,208,0.1,True,0.67,0.9519650655021834,218,0.0779816513761468,False,False,0.049524,False,0.095,baseline,
1.0,51,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,51,208,0.1,True,0.6900000000000001,0.9477401129943502,671,0.020864381520119227,False,False,0.048038,False,0.11,baseline,
1.0,52,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,52,208,0.1,True,0.61,0.9089615931721194,639,0.18309859154929578,True,True,0.054031,False,0.11,baseline,
1.0,53,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,53,208,0.1,True,0.5900000000000001,0.9812206572769953,209,0.028708133971291867,False,False,0.061855,False,0.165,baseline,
1.0,54,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,54,208,0.1,True,0.6900000000000001,0.9275590551181102,589,0.025466893039049237,False,False,0.047268,False,0.075,bbse,
1.0,55,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,55,208,0.1,True,0.63,0.94,94,0.05319148936170213,False,False,0.058697,False,0.155,baseline,
1.0,56,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,56,208,0.1,True,0.6900000000000001,0.8929633300297324,1802,0.07658157602663707,False,False,0.046309,False,0.08,baseline,
1.0,57,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,57,208,0.1,True,0.63,0.9251477347340775,1409,0.10645848119233499,False,True,0.057175,False,0.155,baseline,
1.0,58,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,58,208,0.1,True,0.61,0.9602649006622517,435,0.04367816091954023,False,False,0.061913,False,0.14,baseline,
1.0,59,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,59,208,0.1,True,0.61,0.9772151898734177,772,0.019430051813471502,False,False,0.062074,False,0.145,baseline,
1.0,60,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,60,208,0.1,True,0.77,0.9028248587570622,1598,0.02065081351689612,False,False,0.034386,False,0.03,bbse,
1.0,61,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,61,208,0.1,True,0.5900000000000001,0.9927272727272727,273,0.03663003663003663,False,False,0.059338,False,0.15,baseline,
1.0,62,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,62,208,0.1,True,0.65,0.9453952730236349,1160,0.04913793103448276,False,False,0.049873,False,0.08,baseline,
1.0,63,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,63,208,0.1,True,0.63,0.9620814844695442,2385,0.028092243186582808,False,False,0.055351,False,0.11,baseline,
1.0,64,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,64,208,0.1,True,0.67,0.8739130434782608,201,0.10945273631840796,False,True,0.052312,False,0.13,baseline,
1.0,65,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,65,208,0.1,True,0.67,0.9444,4722,0.04362558238034731,False,False,0.047941,False,0.105,baseline,
1.0,66,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,66,208,0.1,True,0.65,0.9531478770131772,1302,0.029953917050691243,False,False,0.05756,False,0.165,bbse,
1.0,67,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,67,208,0.1,True,0.65,0.9329039184111648,1738,0.06904487917146145,False,False,0.052318,False,0.075,baseline,
1.0,68,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,68,208,0.1,True,0.67,0.9379310344827586,136,0.051470588235294115,False,False,0.053041,False,0.11,baseline,
1.0,69,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,69,208,0.1,True,0.65,0.8648648648648649,256,0.1875,True,True,0.047978,False,0.08,baseline,
1.0,70,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,70,208,0.1,True,0.65,0.9083333333333333,109,0.045871559633027525,False,False,0.0518,False,0.11,baseline,
1.0,71,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,71,208,0.1,True,0.63,0.88,66,0.07575757575757576,False,False,0.05674,False,0.135,baseline,
1.0,72,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,72,208,0.1,True,0.67,0.9043478260869565,104,0.057692307692307696,False,False,0.052386,False,0.125,baseline,
1.0,73,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,73,208,0.1,True,0.61,0.9201388888888888,265,0.06792452830188679,False,False,0.057328,False,0.145,baseline,
1.0,74,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,74,208,0.1,True,0.5900000000000001,0.9864864864864865,146,0.0273972602739726,False,False,0.061836,False,0.115,baseline,
1.0,75,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,75,208,0.1,True,0.65,0.970873786407767,200,0.03,False,False,0.056,False,0.135,baseline,
1.0,76,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,76,208,0.1,True,0.55,0.9731285988483686,1521,0.15976331360946747,True,True,0.065764,False,0.15,baseline,
1.0,77,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,77,208,0.1,True,0.5900000000000001,0.9607843137254902,98,0.04081632653061224,False,False,0.063837,False,0.175,baseline,
1.0,78,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,78,208,0.1,True,0.61,0.9724804760133878,2615,0.034034416826003826,False,False,0.058547,False,0.17,baseline,
1.0,79,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,79,208,0.1,True,0.5900000000000001,0.9820655534941249,1588,0.02518891687657431,False,False,0.063783,False,0.16,bbse,
1.0,80,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,80,208,0.1,True,0.6900000000000001,0.905982905982906,106,0.08490566037735849,False,False,0.047636,False,0.09,baseline,
1.0,81,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,81,208,0.1,True,0.71,0.9172932330827067,244,0.045081967213114756,False,False,0.043699,False,0.055,baseline,
1.0,82,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,82,208,0.1,True,0.65,0.9702380952380952,163,0.03680981595092025,False,False,0.048697,False,0.095,baseline,
1.0,83,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,83,208,0.1,True,0.67,0.9550561797752809,85,0.07058823529411765,False,False,0.050317,False,0.11,baseline,
1.0,84,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,84,208,0.1,True,0.61,0.9466666666666667,71,0.08450704225352113,False,False,0.056912,False,0.16,baseline,
1.0,85,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,85,208,0.1,True,0.61,0.9747899159663865,232,0.04741379310344827,False,False,0.061148,False,0.115,baseline,
1.0,86,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,86,208,0.1,True,0.5900000000000001,0.9794721407624634,334,0.03293413173652695,False,False,0.058461,False,0.13,baseline,
1.0,87,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,87,208,0.1,True,0.65,0.9298476090383605,3539,0.08053122350946595,False,False,0.054921,False,0.135,baseline,
1.0,88,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,88,208,0.1,True,0.63,0.9422442244224423,571,0.05779334500875657,False,False,0.058607,False,0.12,baseline,
1.0,89,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,89,208,0.1,True,0.5700000000000001,0.975103734439834,235,0.06382978723404255,False,False,0.061929,False,0.115,baseline,
1.0,90,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,90,208,0.1,True,0.5900000000000001,0.9761092150170648,1430,0.03076923076923077,False,False,0.062409,False,0.19,baseline,
1.0,91,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,91,208,0.1,True,0.61,0.9805996472663139,556,0.039568345323741004,False,False,0.056509,False,0.16,baseline,
1.0,92,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,92,208,0.1,True,0.61,0.9540396710208031,1972,0.0603448275862069,False,False,0.060388,False,0.125,baseline,
1.0,93,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,93,208,0.1,True,0.67,0.9397590361445783,156,0.02564102564102564,False,False,0.052798,False,0.095,baseline,
1.0,94,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,94,208,0.1,True,0.63,0.9542456718878813,2315,0.05053995680345572,False,False,0.057211,False,0.14,baseline,
1.0,95,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,95,208,0.1,True,0.5700000000000001,0.9729187562688064,970,0.09381443298969072,False,False,0.063323,False,0.165,baseline,
1.0,96,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,96,208,0.1,True,0.5900000000000001,0.9801980198019802,99,0.06060606060606061,False,False,0.062645,False,0.16,baseline,
1.0,97,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,97,208,0.1,True,0.67,0.9588383260919278,4193,0.02122585261149535,False,False,0.054453,False,0.125,baseline,
1.0,98,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,98,208,0.1,True,0.61,0.9714030384271671,1087,0.01655933762649494,False,False,0.058938,False,0.155,baseline,
1.0,99,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,99,208,0.1,True,0.71,0.9051724137931034,105,0.047619047619047616,False,False,0.041466,False,0.085,baseline,
1.0,100,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,100,208,0.1,True,0.6900000000000001,0.9402985074626866,63,0.047619047619047616,False,False,0.045118,False,0.075,baseline,
1.0,101,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,101,208,0.1,True,0.61,0.963963963963964,428,0.06775700934579439,False,False,0.055368,False,0.13,baseline,
1.0,102,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,102,208,0.1,True,0.65,0.9467084639498433,302,0.039735099337748346,False,False,0.052314,False,0.075,baseline,
1.0,103,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,103,208,0.1,True,0.6900000000000001,0.8798076923076923,183,0.18032786885245902,True,True,0.045724,False,0.095,baseline,
1.0,104,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,104,208,0.1,True,0.5700000000000001,0.9712389380530974,878,0.0774487471526196,False,False,0.064561,False,0.155,baseline,
1.0,105,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,105,208,0.1,True,0.79,0.9116161616161617,1083,0.017543859649122806,False,False,0.034883,False,0.04,bbse,
1.0,106,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,106,208,0.1,True,0.5900000000000001,0.9545454545454546,294,0.034013605442176874,False,False,0.071741,False,0.235,baseline,
1.0,107,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,107,208,0.1,True,0.61,0.9629629629629629,156,0.07051282051282051,False,False,0.059535,False,0.14,baseline,
1.0,108,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,108,208,0.1,True,0.63,0.9686346863468634,525,0.04380952380952381,False,False,0.05649,False,0.1,baseline,
1.0,109,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,109,208,0.1,True,0.65,0.8641975308641975,70,0.07142857142857142,False,False,0.052371,False,0.095,baseline,
1.0,110,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,110,208,0.1,True,0.65,0.8947368421052632,85,0.10588235294117647,False,True,0.051837,False,0.105,baseline,
1.0,111,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,111,208,0.1,True,0.63,0.9827586206896551,171,0.011695906432748537,False,False,0.059613,False,0.16,baseline,
1.0,112,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,112,208,0.1,True,0.61,0.9419354838709677,730,0.10410958904109589,False,True,0.057637,False,0.115,baseline,
1.0,113,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,113,208,0.1,True,0.65,0.9516806722689075,453,0.013245033112582781,False,False,0.058878,False,0.135,baseline,
1.0,114,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,114,208,0.1,True,0.63,0.9012345679012346,219,0.045662100456621,False,False,0.062207,False,0.155,baseline,
1.0,115,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,115,208,0.1,True,0.61,0.9161849710982659,317,0.11987381703470032,False,True,0.060549,False,0.12,baseline,
1.0,116,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,116,208,0.1,True,0.67,0.9445178335535006,1430,0.03776223776223776,False,False,0.052092,False,0.125,baseline,
1.0,117,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,117,208,0.1,True,0.71,0.9467312348668281,782,0.014066496163682864,False,False,0.04258,False,0.09,baseline,
1.0,118,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,118,208,0.1,True,0.5700000000000001,0.9873417721518988,156,0.038461538461538464,False,False,0.065884,False,0.2,baseline,
1.0,119,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,119,208,0.1,True,0.63,0.9572490706319703,515,0.07766990291262135,False,False,0.054291,False,0.12,baseline,
1.0,120,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
1.0,120,208,0.1,True,0.5900000000000001,0.9807692307692307,102,0.049019607843137254,False,False,0.061085,False,0.14,baseline,
1.0,121,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,121,208,0.1,True,0.5700000000000001,0.9400363416111448,1552,0.24484536082474226,True,True,0.069949,False,0.215,baseline,
1.0,122,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,122,208,0.1,True,0.61,0.9465346534653465,478,0.0899581589958159,False,False,0.062822,False,0.155,baseline,
1.0,123,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,123,208,0.1,True,0.55,0.965416818347288,2652,0.18929110105580693,True,True,0.066526,False,0.195,baseline,
1.0,124,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,124,208,0.1,True,0.61,0.9718723761544921,2315,0.028077753779697623,False,False,0.060291,False,0.16,baseline,
1.0,125,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,125,208,0.1,True,0.6900000000000001,0.9175531914893617,345,0.03188405797101449,False,False,0.046487,False,0.08,baseline,
1.0,126,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,126,208,0.1,True,0.63,0.9560260586319218,587,0.05281090289608177,False,False,0.053889,False,0.105,baseline,
1.0,127,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,127,208,0.1,True,0.61,0.961139896373057,2597,0.06507508663842895,False,False,0.058825,False,0.15,baseline,
1.0,128,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,128,208,0.1,True,0.61,0.9520295202952029,258,0.08914728682170543,False,False,0.056988,False,0.155,baseline,
1.0,129,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,129,208,0.1,True,0.5900000000000001,0.9588014981273408,256,0.07421875,False,False,0.058522,False,0.12,baseline,
1.0,130,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,130,208,0.1,True,0.63,0.9388794567062818,553,0.1301989150090416,True,True,0.054061,False,0.11,baseline,
1.0,131,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
1.0,131,208,0.1,True,0.65,0.9525691699604744,964,0.03630705394190872,False,False,0.055143,False,0.1,baseline,
