s_u,draw,n_sites,alpha,certified,tau,coverage,n_answered,answered_err_rate,hard,exceed,rm_fresh,rm_exceed,per_site_exceed_frac,deploy_mode,decline_reason
2.0,43,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,43,208,0.1,True,0.77,0.8202080237741456,2760,0.03695652173913044,False,False,0.047256,False,0.09,baseline,
2.0,44,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,44,208,0.1,True,0.67,0.7896440129449838,244,0.24180327868852458,True,True,0.060998,False,0.16,baseline,
2.0,45,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,45,208,0.1,True,0.75,0.9052453468697124,535,0.022429906542056073,False,False,0.054487,False,0.17,baseline,
2.0,46,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,46,208,0.1,True,0.81,0.870020964360587,415,0.01927710843373494,False,False,0.040547,False,0.125,baseline,
2.0,47,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,47,208,0.1,True,0.73,0.8850574712643678,231,0.030303030303030304,False,False,0.054853,False,0.15,baseline,
2.0,48,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,48,208,0.1,True,0.73,0.9310344827586207,108,0.046296296296296294,False,False,0.048966,False,0.135,baseline,
2.0,49,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,49,208,0.1,True,0.73,0.9071698113207547,2404,0.01747088186356073,False,False,0.054214,False,0.155,baseline,
2.0,50,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,50,208,0.1,True,0.75,0.7242937853107345,641,0.1622464898595944,True,True,0.054135,False,0.225,baseline,
2.0,51,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,51,208,0.1,True,0.67,0.8855780691299165,743,0.07940780619111709,False,False,0.065003,False,0.17,baseline,
2.0,52,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,52,208,0.1,True,0.85,0.7995226730310262,335,0.03582089552238806,False,False,0.036391,False,0.11,baseline,
2.0,53,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,53,208,0.1,True,0.77,0.9036402569593148,844,0.011848341232227487,False,False,0.052202,False,0.19,baseline,
2.0,54,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,54,208,0.1,True,0.71,0.8908450704225352,1012,0.058300395256917,False,False,0.057019,False,0.19,baseline,
2.0,55,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,55,208,0.1,True,0.71,0.9450980392156862,241,0.004149377593360996,False,False,0.063258,False,0.23,baseline,
2.0,56,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,56,208,0.1,True,0.73,0.8288043478260869,305,0.08524590163934426,False,False,0.052059,False,0.175,baseline,
2.0,57,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,57,208,0.1,True,0.75,0.9235880398671097,278,0.014388489208633094,False,False,0.052971,False,0.195,baseline,
2.0,58,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,58,208,0.1,True,0.77,0.8739255014326648,305,0.029508196721311476,False,False,0.045367,False,0.12,baseline,
2.0,59,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,59,208,0.1,True,0.71,0.9313725490196079,95,0.0,False,False,0.069082,False,0.285,baseline,
2.0,60,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,60,208,0.1,True,0.77,0.8818181818181818,291,0.010309278350515464,False,False,0.049416,False,0.12,baseline,
2.0,61,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,61,208,0.1,True,0.65,0.9406060606060606,776,0.028350515463917526,False,False,0.062183,False,0.195,baseline,
2.0,62,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,62,208,0.1,True,0.73,0.9054441260744985,316,0.028481012658227847,False,False,0.052008,False,0.155,baseline,
2.0,63,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,63,208,0.1,True,0.77,0.8095238095238095,204,0.024509803921568627,False,False,0.042491,False,0.06,baseline,
2.0,64,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,64,208,0.1,True,0.8300000000000001,0.905982905982906,106,0.02830188679245283,False,False,0.050447,False,0.185,baseline,
2.0,65,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,65,208,0.1,True,0.75,0.88,462,0.023809523809523808,False,False,0.049783,False,0.155,baseline,
2.0,66,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,66,208,0.1,True,0.85,0.5361407919547454,853,0.20984759671746775,True,True,0.036228,False,0.165,baseline,
2.0,67,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,67,208,0.1,True,0.73,0.8636363636363636,114,0.07017543859649122,False,False,0.051417,False,0.11,baseline,
2.0,68,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,68,208,0.1,True,0.75,0.680672268907563,405,0.23703703703703705,True,True,0.052541,False,0.18,baseline,
2.0,69,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,69,208,0.1,True,0.79,0.9411764705882353,192,0.015625,False,False,0.05283,False,0.22,baseline,
2.0,70,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,70,208,0.1,True,0.71,0.9308588064046579,1279,0.029710711493354185,False,False,0.061844,False,0.22,baseline,
2.0,71,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,71,208,0.1,True,0.73,0.8306451612903226,103,0.05825242718446602,False,False,0.04948,False,0.14,baseline,
2.0,72,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,72,208,0.1,True,0.75,0.8333333333333334,70,0.08571428571428572,False,False,0.049358,False,0.15,baseline,
2.0,73,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,73,208,0.1,True,0.65,0.8842105263157894,168,0.125,False,True,0.06353,False,0.165,baseline,
2.0,74,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,74,208,0.1,True,0.79,0.9179331306990881,1812,0.009381898454746136,False,False,0.051235,False,0.195,baseline,
2.0,75,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,75,208,0.1,True,0.73,0.8913857677902621,238,0.02100840336134454,False,False,0.053969,False,0.16,baseline,
2.0,76,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,76,208,0.1,True,0.77,0.6761487964989059,309,0.15210355987055016,True,True,0.046812,False,0.15,baseline,
2.0,77,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,77,208,0.1,True,0.73,0.8873239436619719,63,0.015873015873015872,False,False,0.052496,False,0.12,baseline,
2.0,78,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,78,208,0.1,True,0.79,0.8730434782608696,502,0.013944223107569721,False,False,0.043385,False,0.135,baseline,
2.0,79,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,79,208,0.1,True,0.75,0.8970588235294118,244,0.00819672131147541,False,False,0.048256,False,0.155,baseline,
2.0,80,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,80,208,0.1,True,0.71,0.9266666666666666,139,0.014388489208633094,False,False,0.058149,False,0.195,baseline,
2.0,81,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,81,208,0.1,True,0.75,0.9034090909090909,159,0.018867924528301886,False,False,0.049759,False,0.13,baseline,
2.0,82,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,82,208,0.1,True,0.73,0.8595994775794514,3949,0.04963281843504685,False,False,0.058045,False,0.21,baseline,
2.0,83,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,83,208,0.1,True,0.73,0.9496402877697842,132,0.022727272727272728,False,False,0.056689,False,0.215,baseline,
2.0,84,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,84,208,0.1,True,0.79,0.889171974522293,698,0.011461318051575931,False,False,0.036737,False,0.105,baseline,
2.0,85,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,85,208,0.1,True,0.79,0.8078602620087336,370,0.07837837837837838,False,False,0.048046,False,0.155,baseline,
2.0,86,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,86,208,0.1,True,0.8300000000000001,0.8842105263157894,84,0.023809523809523808,False,False,0.049212,False,0.22,baseline,
2.0,87,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,87,208,0.1,True,0.6900000000000001,0.9428571428571428,330,0.04242424242424243,False,False,0.061087,False,0.205,baseline,
2.0,88,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,88,208,0.1,True,0.65,0.9578947368421052,91,0.054945054945054944,False,False,0.062277,False,0.185,baseline,
2.0,89,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,89,208,0.1,True,0.75,0.8765112262521589,1015,0.03251231527093596,False,False,0.048955,False,0.165,baseline,
2.0,90,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,90,208,0.1,True,0.77,0.8715596330275229,95,0.021052631578947368,False,False,0.046779,False,0.17,baseline,
2.0,91,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,91,208,0.1,True,0.8300000000000001,0.8555240793201133,1208,0.014072847682119206,False,False,0.039146,False,0.145,baseline,
2.0,92,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,92,208,0.1,True,0.77,0.8827884022208513,1431,0.01607267645003494,False,False,0.051211,False,0.165,bbse,
2.0,93,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,93,208,0.1,True,0.71,0.8887262079062958,2428,0.022240527182866558,False,False,0.056326,False,0.15,baseline,
2.0,94,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,94,208,0.1,True,0.79,0.8592178770949721,1538,0.0188556566970091,False,False,0.042221,False,0.135,bbse,
2.0,95,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,95,208,0.1,True,0.75,0.9189873417721519,726,0.015151515151515152,False,False,0.043021,False,0.12,baseline,
2.0,96,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,96,208,0.1,True,0.71,0.8944444444444445,161,0.037267080745341616,False,False,0.053883,False,0.13,baseline,
2.0,97,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,97,208,0.1,True,0.6900000000000001,0.896797153024911,252,0.03571428571428571,False,False,0.058955,False,0.14,baseline,
2.0,98,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,98,208,0.1,True,0.79,0.7695167286245354,207,0.13526570048309178,True,True,0.042556,False,0.11,baseline,
2.0,99,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,99,208,0.1,True,0.75,0.7019681349578257,749,0.27636849132176233,True,True,0.052305,False,0.17,baseline,
2.0,100,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,100,208,0.1,True,0.71,0.9233630952380952,3723,0.028471662637657803,False,False,0.06184,False,0.2,baseline,
2.0,101,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,101,208,0.1,True,0.73,0.8817733990147784,716,0.02653631284916201,False,False,0.049976,False,0.135,baseline,
2.0,102,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,102,208,0.1,True,0.73,0.8990683229813664,579,0.03281519861830743,False,False,0.051912,False,0.16,baseline,
2.0,103,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,103,208,0.1,True,0.73,0.8477272727272728,373,0.04825737265415549,False,False,0.051971,False,0.165,baseline,
2.0,104,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,104,208,0.1,True,0.71,0.8703703703703703,141,0.03546099290780142,False,False,0.056843,False,0.17,baseline,
2.0,105,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,105,208,0.1,True,0.67,0.9084967320261438,278,0.050359712230215826,False,False,0.060293,False,0.2,baseline,
2.0,106,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,106,208,0.1,True,0.81,0.8192307692307692,213,0.023474178403755867,False,False,0.045433,False,0.16,baseline,
2.0,107,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,107,208,0.1,True,0.79,0.8936095505617978,2545,0.007858546168958742,False,False,0.048875,False,0.15,baseline,
2.0,108,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,108,208,0.1,True,0.77,0.8,16,0.0,False,False,0.043053,False,0.12,baseline,
2.0,109,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,109,208,0.1,True,0.73,0.8221841052029731,1438,0.09735744089012517,False,False,0.056115,False,0.205,baseline,
2.0,110,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,110,208,0.1,True,0.75,0.9166666666666666,88,0.022727272727272728,False,False,0.053017,False,0.185,baseline,
2.0,111,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,111,208,0.1,True,0.87,0.780114722753346,408,0.029411764705882353,False,False,0.036542,False,0.15,baseline,
2.0,112,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,112,208,0.1,True,0.71,0.9185185185185185,124,0.024193548387096774,False,False,0.051947,False,0.125,baseline,
2.0,113,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,113,208,0.1,True,0.71,0.8614457831325302,143,0.06993006993006994,False,False,0.057193,False,0.175,baseline,
2.0,114,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,114,208,0.1,True,0.75,0.9138576779026217,244,0.01639344262295082,False,False,0.049597,False,0.16,baseline,
2.0,115,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,115,208,0.1,True,0.75,0.9027777777777778,130,0.03076923076923077,False,False,0.049894,False,0.135,baseline,
2.0,116,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,116,208,0.1,True,0.79,0.6761904761904762,71,0.07042253521126761,False,False,0.043916,False,0.145,baseline,
2.0,117,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,117,208,0.1,True,0.6900000000000001,0.9292452830188679,591,0.0338409475465313,False,False,0.05829,False,0.185,baseline,
2.0,118,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,118,208,0.1,True,0.73,0.8410041841004184,201,0.029850746268656716,False,False,0.057291,False,0.195,baseline,
2.0,119,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,119,208,0.1,True,0.75,0.890652557319224,1010,0.01881188118811881,False,False,0.050113,False,0.15,baseline,
2.0,120,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,120,208,0.1,True,0.77,0.9018691588785047,772,0.011658031088082901,False,False,0.055773,False,0.22,bbse,
2.0,121,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,121,208,0.1,True,0.75,0.6914285714285714,121,0.21487603305785125,True,True,0.048542,False,0.175,baseline,
2.0,122,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,122,208,0.1,True,0.75,0.887459807073955,276,0.018115942028985508,False,False,0.05177,False,0.18,baseline,
2.0,123,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,123,208,0.1,True,0.73,0.8905447070914697,1733,0.029428736295441432,False,False,0.051342,False,0.145,bbse,
2.0,124,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,124,208,0.1,True,0.77,0.8526315789473684,891,0.02244668911335578,False,False,0.046051,False,0.095,baseline,
2.0,125,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,125,208,0.1,True,0.77,0.9024390243902439,37,0.0,False,False,0.049787,False,0.175,baseline,
2.0,126,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,126,208,0.1,True,0.79,0.5773195876288659,168,0.2857142857142857,True,True,0.04848,False,0.17,baseline,
2.0,127,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,127,208,0.1,True,0.75,0.9183673469387755,135,0.022222222222222223,False,False,0.050713,False,0.175,baseline,
2.0,128,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,128,208,0.1,True,0.81,0.8930041152263375,434,0.0069124423963133645,False,False,0.055166,False,0.22,baseline,
2.0,129,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,129,208,0.1,True,0.71,0.8633308439133682,1156,0.04238754325259515,False,False,0.051935,False,0.115,baseline,
2.0,130,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,130,208,0.1,True,0.6900000000000001,0.9325581395348838,802,0.028678304239401497,False,False,0.054745,False,0.135,baseline,
2.0,131,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,131,208,0.1,True,0.75,0.9008264462809917,109,0.03669724770642202,False,False,0.04811,False,0.11,baseline,
2.0,132,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,132,208,0.1,True,0.73,0.8817891373801917,828,0.06038647342995169,False,False,0.054025,False,0.2,baseline,
2.0,133,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,133,208,0.1,True,0.73,0.8274173806609547,676,0.07840236686390532,False,False,0.049937,False,0.13,baseline,
2.0,134,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,134,208,0.1,True,0.73,0.863905325443787,146,0.08904109589041095,False,False,0.045718,False,0.105,baseline,
2.0,135,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,135,208,0.1,True,0.79,0.828125,106,0.08490566037735849,False,False,0.054065,False,0.24,baseline,
2.0,136,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,136,208,0.1,True,0.77,0.8997555012224939,1104,0.014492753623188406,False,False,0.050364,False,0.2,baseline,
2.0,137,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,137,208,0.1,True,0.65,0.9366906474820144,651,0.018433179723502304,False,False,0.066861,False,0.195,baseline,
2.0,138,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,138,208,0.1,True,0.71,0.8970588235294118,305,0.006557377049180328,False,False,0.05328,False,0.135,baseline,
2.0,139,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,139,208,0.1,True,0.75,0.9047005795235029,1405,0.021352313167259787,False,False,0.050847,False,0.175,baseline,
2.0,140,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,140,208,0.1,True,0.8300000000000001,0.871413390010627,820,0.0024390243902439024,False,False,0.048205,False,0.18,baseline,
2.0,141,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,141,208,0.1,True,0.73,0.8432835820895522,113,0.05309734513274336,False,False,0.055535,False,0.22,baseline,
2.0,142,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,142,208,0.1,True,0.77,0.8980392156862745,458,0.034934497816593885,False,False,0.048952,False,0.14,baseline,
2.0,143,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,143,208,0.1,True,0.75,0.8892128279883382,610,0.014754098360655738,False,False,0.050508,False,0.17,baseline,
2.0,144,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,144,208,0.1,True,0.67,0.9346590909090909,329,0.03951367781155015,False,False,0.066271,False,0.21,baseline,
2.0,145,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,145,208,0.1,True,0.6900000000000001,0.9059955588452998,1224,0.05718954248366013,False,False,0.070751,False,0.3,baseline,
2.0,146,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,146,208,0.1,True,0.73,0.861764705882353,293,0.034129692832764506,False,False,0.053666,False,0.1,baseline,
2.0,147,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,147,208,0.1,True,0.8300000000000001,0.7821576763485477,377,0.042440318302387266,False,False,0.037393,False,0.135,baseline,
2.0,148,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,148,208,0.1,True,0.81,0.8478906714200832,2854,0.01296426068675543,False,False,0.036206,False,0.095,bbse,
2.0,149,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,149,208,0.1,True,0.75,0.9219653179190751,319,0.04075235109717868,False,False,0.046276,False,0.13,baseline,
2.0,150,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,150,208,0.1,True,0.77,0.8373205741626795,175,0.03428571428571429,False,False,0.043691,False,0.085,baseline,
2.0,151,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,151,208,0.1,True,0.71,0.8871745419479267,920,0.03369565217391304,False,False,0.054331,False,0.155,baseline,
2.0,152,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
2.0,152,208,0.1,True,0.81,0.8353413654618473,208,0.019230769230769232,False,False,0.043689,False,0.145,baseline,
2.0,153,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""failsafe""}"
2.0,153,208,0.1,True,0.8300000000000001,0.7535171637591446,1339,0.07169529499626587,False,False,0.039159,False,0.14,baseline,
2.0,154,208,0.05,False,,0.0,0,nan,False,False,,,,,"{""baseline"": ""failsafe"", ""bbse"": ""bbse-misspecified""}"
