s_u,draw,alpha,unit,certified,tau,coverage,rm_fresh,rm_exceed
2.0,187,0.05,site,False,,,,
2.0,187,0.05,record,True,0.87,0.7516,0.034024,False
2.0,187,0.1,site,True,0.87,0.7516,0.034024,False
2.0,187,0.1,record,True,0.71,0.8876,0.062741,False
2.0,188,0.05,site,False,,,,
2.0,188,0.05,record,True,0.81,0.7903,0.038596,False
2.0,188,0.1,site,True,0.75,0.8435,0.049521,False
2.0,188,0.1,record,True,0.55,0.9719,0.087097,False
2.0,189,0.05,site,False,,,,
2.0,189,0.05,record,True,0.89,0.7007,0.024728,False
2.0,189,0.1,site,True,0.81,0.8003,0.038837,False
2.0,189,0.1,record,True,0.69,0.8922,0.060364,False
2.0,190,0.05,site,False,,,,
2.0,190,0.05,record,True,0.85,0.7797,0.033727,False
2.0,190,0.1,site,True,0.77,0.8511,0.04843,False
2.0,190,0.1,record,True,0.63,0.9362,0.071616,False
2.0,191,0.05,site,False,,,,
2.0,191,0.05,record,True,0.79,0.8105,0.043864,False
2.0,191,0.1,site,True,0.71,0.8748,0.058559,False
2.0,191,0.1,record,True,0.55,0.9732,0.087882,False
2.0,192,0.05,site,False,,,,
2.0,192,0.05,record,True,0.87,0.7604,0.037314,False
2.0,192,0.1,site,True,0.81,0.8221,0.048565,False
2.0,192,0.1,record,True,0.59,0.9575,0.087482,False
2.0,193,0.05,site,False,,,,
2.0,193,0.05,record,True,0.91,0.693,0.0231,False
2.0,193,0.1,site,True,0.75,0.8628,0.051177,False
2.0,193,0.1,record,True,0.63,0.9344,0.070217,False
2.0,194,0.05,site,False,,,,
2.0,194,0.05,record,True,0.85,0.7871,0.034305,False
2.0,194,0.1,site,True,0.77,0.8558,0.047928,False
2.0,194,0.1,record,True,0.63,0.9382,0.070512,False
2.0,195,0.05,site,False,,,,
2.0,195,0.05,record,True,0.73,0.8668,0.053293,True
2.0,195,0.1,site,True,0.71,0.8805,0.056719,False
2.0,195,0.1,record,True,0.55,0.9736,0.086102,False
2.0,196,0.05,site,False,,,,
2.0,196,0.05,record,True,0.83,0.806,0.035974,False
2.0,196,0.1,site,True,0.81,0.8238,0.039468,False
2.0,196,0.1,record,True,0.57,0.967,0.079866,False
2.0,197,0.05,site,False,,,,
2.0,197,0.05,record,True,0.85,0.78,0.030495,False
2.0,197,0.1,site,True,0.71,0.8905,0.053136,False
2.0,197,0.1,record,True,0.55,0.976,0.080769,False
2.0,198,0.05,site,False,,,,
2.0,198,0.05,record,True,0.85,0.7676,0.032934,False
2.0,198,0.1,site,True,0.75,0.857,0.050682,False
2.0,198,0.1,record,True,0.61,0.9432,0.075331,False
2.0,199,0.05,site,False,,,,
2.0,199,0.05,record,True,0.87,0.7186,0.027444,False
2.0,199,0.1,site,True,0.73,0.8584,0.052743,False
2.0,199,0.1,record,True,0.61,0.9373,0.07478,False
